,rating_num_weights,rating_average_weight,playing_time,min_age,min_players,max_players,mechanics,categories,families
Hitman Holiday,5,2.4,60,12,2,10,"['Betting and Bluffing', 'Deduction', 'Hidden Roles']","['Mafia', 'Murder/Mystery']","['Crowdfunding: Kickstarter', 'Theme: Mystery / Crime']"
Game Developerz,5,1.6,120,14,2,6,"['Take That', 'Variable Player Powers']","['Card Game', 'Humor', 'Video Game Theme']",['Crowdfunding: Kickstarter']
Wabbit's Wevenge,11,1.5455,120,12,2,4,"['Action Points', 'Area Movement', 'Dice Rolling', 'Variable Player Powers']","['Comic Book / Strip', 'Fighting']","['Admin: Better Description Needed!', 'Animals: Rabbits']"
Rubout,14,1.7857,180,8,2,8,"['Player Elimination', 'Roll / Spin and Move', 'Track Movement']","[""Children's Game"", 'Economic', 'Fighting', 'Mafia']","['Cities: New York (New York, USA)', ""Decades: The 1920's""]"
Sucking Vacuum,54,1.7593,45,13,3,6,"['Action Points', 'Area Movement', 'Cooperative Game', 'Hand Management', 'Memory', 'Secret Unit Deployment', 'Team-Based Game', 'Tile Placement']","['Bluffing', 'Deduction', 'Dice', 'Humor', 'Maze', 'Memory', 'Negotiation', 'Science Fiction']",['Creatures: Aliens / Extraterrestrials']
Demons: The Game of Evil Spirts,9,2.0,120,12,1,4,"['Dice Rolling', 'Events', 'Grid Movement', 'Hexagon Grid', 'Movement Points', 'Pick-up and Deliver', 'Player Elimination', 'Ratio / Combat Results Table', 'Simulation']","['Fantasy', 'Medieval', 'Wargame']","['Creatures: Monsters', 'Digital Implementations: VASSAL', 'Players: Games with Solitaire Rules', 'Players: Wargames with Solitaire Rules', 'Series: Capsule (SPI)']"
Candidate,18,1.9444,90,10,2,6,[],['Political'],[]
The Great Brain Robbery,50,1.3,60,10,3,7,"['Campaign / Battle Card Driven', 'Roll / Spin and Move']","['American West', 'Card Game', 'Fantasy', 'Fighting', 'Horror', 'Trains', 'Zombies']",['Series: Cheapass Zombie']
Get Out,25,1.48,120,10,2,8,[],['Economic'],[]
Globalization,8,2.5,60,12,2,6,"['Auction/Bidding', 'Loans']","['Economic', 'Industry / Manufacturing']",[]
Escape from New York,13,1.4615,60,10,2,4,"['Area Movement', 'Card Play Conflict Resolution', 'Dice Rolling', 'Events', 'Lose a Turn', 'Movement Points', 'Open Drafting', 'Pick-up and Deliver', 'Player Elimination', 'Race', 'Roll / Spin and Move', 'Set Collection', 'Sudden Death Ending']","['Adventure', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction', 'Wargame']","['Cities: New York (New York, USA)', 'Country: USA']"
The Baton Races of Yaz,8,1.75,60,8,2,2,"['Grid Movement', 'Hexagon Grid']","['Fantasy', 'Racing']","['Magazine: Dragon', 'Players: Two-Player Only Games', 'Theme: Fantasy Sports']"
Pan's Island,4,1.5,60,10,2,5,"['Cooperative Game', 'Deduction']","['Deduction', 'Fantasy', 'Pirates']","['Creatures: Fairies / Elves / Pixies', 'Folk Tales & Fairy Tales: Peter Pan', 'Theme: Pirates']"
Ninja Burger,128,1.625,60,12,3,6,"['Dice Rolling', 'Hand Management', 'Pick-up and Deliver']","['Card Game', 'Humor']","['Food & Drink: Burgers', 'Theme: Ninjas']"
Captain Treasure Boots,28,1.5,40,12,2,6,[],"['Exploration', 'Pirates']",[]
Goblin Uprising,2,1.5,120,12,2,6,"['Action/Event', 'Dice Rolling', 'Events', 'Modular Board', 'Open Drafting', 'Scenario / Mission / Campaign Game', 'Semi-Cooperative Game', 'Tug of War']","['Adventure', 'Fantasy', 'Humor', 'Medieval', 'Miniatures']","['Admin: Upcoming Releases', 'Creatures: Goblins', 'Crowdfunding: Kickstarter']"
Mission Command Land,22,1.3636,60,10,2,2,"['Deduction', 'Dice Rolling', 'Grid Movement', 'Simultaneous Action Selection', 'Square Grid', 'Variable Set-up']","['Deduction', 'Modern Warfare', 'Wargame']","['Components: 10 x 12 Grids', 'Components: Miniatures', 'Players: Two-Player Only Games', 'Series: Mission Command (Milton Bradley)', 'Theme: Helicopters']"
MidEvil,50,1.58,60,12,2,6,"['Dice Rolling', 'Tile Placement']","['Horror', 'Miniatures', 'Zombies']",['Game: Zombies!!! (Twilight Creations)']
Diceball!,10,1.5,45,8,2,2,"['Dice Rolling', 'Roll / Spin and Move']","['Dice', 'Sports']","['Players: Two-Player Only Games', 'Sports: Baseball']"
Bounty Hunter: Shootout at the Saloon,19,1.8947,10,12,2,2,"['Rock-Paper-Scissors', 'Simultaneous Action Selection']","['American West', 'Book', 'Fighting']","['Players: Two-Player Only Games', 'Series: Picture Book Games (Nova Game Designs)']"
Alien Entity,3,1.6667,10,13,3,5,"['Cooperative Game', 'Hand Management', 'Player Elimination', 'Team-Based Game']","['Card Game', 'Horror', 'Science Fiction']",['Crowdfunding: Kickstarter']
Quest for the Dragonlords,28,2.6071,120,12,2,4,"['Dice Rolling', 'Modular Board', 'Team-Based Game']","['Adventure', 'Exploration', 'Fantasy', 'Wargame']",['Creatures: Dragons']
Aguila Roja,7,2.1429,90,12,2,4,"['Cooperative Game', 'Dice Rolling', 'Point to Point Movement']","['Adventure', 'Movies / TV / Radio theme']",[]
Dungeons & Dragons Adventure Game: Diablo II Edition,14,2.4286,30,10,2,6,"['Cooperative Game', 'Dice Rolling', 'Modular Board', 'Role Playing']","['Adventure', 'Fantasy', 'Fighting', 'Horror', 'Medieval', 'Video Game Theme']",['Setting: Dungeons & Dragons']
Dilbert: The Board Game,22,1.7273,90,14,3,6,[],"['Comic Book / Strip', 'Humor']",['Comic Strips: Dilbert']
Van Helsing,12,1.75,60,10,2,5,"['Action Points', 'Hidden Movement', 'Team-Based Game']",['Horror'],"['Books: Dracula', 'Creatures: Vampires', 'Mechanism: Hidden Movement']"
Sedition Wars: Battle for Alabaster,23,2.9565,60,12,2,2,"['Dice Rolling', 'Modular Board', 'Scenario / Mission / Campaign Game', 'Variable Player Powers']","['Horror', 'Miniatures', 'Science Fiction']","['Crowdfunding: Kickstarter', 'Players: Two-Player Only Games']"
Dead Money,23,1.3913,20,10,3,6,['Betting and Bluffing'],"['Card Game', 'Horror', 'Humor', 'Zombies']",['Series: Cheapass Zombie']
Stworze,17,3.0,180,12,1,5,"['Area Movement', 'Commodity Speculation', 'Open Drafting', 'Secret Unit Deployment', 'Variable Player Powers', 'Worker Placement']","['Adventure', 'Ancient', 'Fantasy', 'Mythology']","['Country: Poland', 'Creatures: Monsters', 'Crowdfunding: Wspieram']"
Monster Mayhem,15,1.8667,30,10,2,5,['Dice Rolling'],['Horror'],"['Admin: Better Description Needed!', 'Creatures: Monsters']"
Darkover,9,2.4444,60,12,2,4,"['Area Majority / Influence', 'Area Movement', 'Events', 'Open Drafting', 'Paper-and-Pencil', 'Rock-Paper-Scissors', 'Sudden Death Ending', 'Variable Player Powers', 'Variable Set-up']","['Bluffing', 'Fantasy', 'Novel-based']","['Admin: Better Description Needed!', 'Components: 3-Dimensional (3D)', 'Theme: Psychic Powers']"
Wreckage,90,1.7222,45,10,2,4,['Action Queue'],"['Card Game', 'Fighting', 'Science Fiction']",['Theme: Post-Apocalyptic']
Battle Cattle,3,1.3333,60,8,2,8,"['Campaign / Battle Card Driven', 'Dice Rolling', 'Grid Movement', 'Player Elimination', 'Take That', 'Variable Player Powers']","['Animals', 'Fighting', 'Humor', 'Miniatures', 'Science Fiction', 'Wargame']","['Animals: Cattle / Cows', 'Organizations: Mucca Games', 'Theme: Animal Battles']"
Escape from Elba,20,1.65,60,10,3,6,"['Dice Rolling', 'Hand Management']","['Fighting', 'Racing', 'Word Game']",[]
Pirate King,31,2.3226,120,8,2,4,[],"['Adventure', 'Economic', 'Nautical', 'Pirates', 'Territory Building']",[]
Fight City,24,1.8333,30,10,2,2,"['Hand Management', 'Set Collection', 'Tags', 'Victory Points as a Resource']","['Card Game', 'Print & Play']",['Players: Two-Player Only Games']
Heroes of Graxia,33,2.6061,60,10,2,6,"['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting', 'Variable Player Powers']","['Card Game', 'Fantasy', 'Medieval']",[]
Epic Death!,12,2.0,30,12,2,5,"['Dice Rolling', 'Take That']","['Card Game', 'Fantasy', 'Humor']",['Crowdfunding: Kickstarter']
Battle Platform Antilles,2,1.0,20,10,1,1,"['Action Points', 'Area-Impulse', 'Solo / Solitaire Game']","['Print & Play', 'Science Fiction']","['Digital Implementations: VASSAL', 'Players: Games with Solitaire Rules', 'Players: Solitaire Only Games']"
Tears of the Dragon,10,2.7,120,12,2,2,"['Dice Rolling', 'Point to Point Movement', 'Simulation', 'Variable Player Powers']","['Dice', 'Fantasy', 'Wargame']",['Players: Two-Player Only Games']
Dwarven Dig!,33,2.0909,45,10,2,6,"['Modular Board', 'Pick-up and Deliver']","['Adventure', 'Exploration', 'Fantasy']","['Admin: Better Description Needed!', 'Creatures: Dwarves & Gnomes']"
The Red Dragon's Lair,7,1.4286,120,9,1,7,"['Cooperative Game', 'Dice Rolling']","['Adventure', 'Card Game', 'Fantasy']","['Creatures: Dragons', 'Crowdfunding: Kickstarter']"
High School Drama!,35,1.6571,60,12,2,5,[],"['Card Game', 'Humor', 'Political']",['Theme: School / College / University']
Miskatonic School for Girls,55,1.9091,60,12,2,4,"['Deck, Bag, and Pool Building', 'Hand Management', 'Open Drafting']","['Card Game', 'Horror', 'Humor']","['Crowdfunding: Kickstarter', 'Theme: Cthulhu Mythos']"
Princess Ryan's Star Marines,25,2.44,120,10,1,6,"['Cooperative Game', 'Simultaneous Action Selection', 'Variable Player Powers']","['Deduction', 'Science Fiction']",[]
Uskoci: A Card Game of Croatian Pirates,18,1.5,30,6,2,6,"['Hand Management', 'Open Drafting', 'Set Collection', 'Simulation', 'Variable Phase Order']","['Card Game', 'Pirates']",['Country: Croatia']
Dead End,23,1.6957,30,15,2,5,"['Hand Management', 'Open Drafting']","['Card Game', 'Exploration', 'Horror', 'Zombies']",[]
Doctor Who: The Game of Time & Space,24,2.0417,90,8,2,6,['Set Collection'],"['Exploration', 'Fighting', 'Movies / TV / Radio theme', 'Science Fiction']","['Creatures: Aliens / Extraterrestrials', 'Theme: Time Travel', 'TV Shows: Doctor Who']"
Shoot Out,17,1.1765,20,10,2,2,['Dice Rolling'],"['American West', 'Card Game']","['Crowdfunding: Kickstarter', 'Magazine: GameLink', 'Players: Two-Player Only Games']"
GoLong Football Dice Game,10,1.2,60,8,1,2,['Dice Rolling'],"['Dice', 'Sports']",['Sports: American Football / Gridiron']
Noches de Sangre,14,1.6429,60,16,1,6,"['Deck, Bag, and Pool Building', 'Dice Rolling', 'Team-Based Game']",['Card Game'],"['Creatures: Vampires', 'Crowdfunding: Verkami']"
UNDO: Curse from the Past,9,1.0,90,10,2,6,"['Cooperative Game', 'Storytelling']","['Adventure', 'Card Game', 'Deduction', 'Murder/Mystery']","['Cities: Berlin (Germany)', 'Country: Egypt', 'Country: Germany', 'Series: Undo (Pegasus Spiele)', 'Theme: Time Travel']"
Car Wars: The Card Game,73,1.411,60,10,2,6,"['Take That', 'Variable Player Powers']","['Card Game', 'Fighting', 'Racing', 'Science Fiction']","['Game: Car Wars', 'Versions & Editions: Card Versions of Non-Card Games']"
Inwigilacja Luksusowa,3,1.6667,45,0,3,5,"['Dice Rolling', 'Hand Management', 'Paper-and-Pencil']","['Deduction', 'Humor', 'Political']",['Country: Poland']
Crunch: The Game for Utter Bankers,40,1.75,45,12,2,4,"['Betting and Bluffing', 'Commodity Speculation', 'Voting']","['Action / Dexterity', 'Card Game', 'Economic', 'Humor', 'Political']",['Admin: Better Description Needed!']
Sword & Skull,91,1.4945,60,10,2,5,"['Roll / Spin and Move', 'Variable Player Powers']","['Adventure', 'Fighting', 'Miniatures', 'Pirates']",[]
Hero: Immortal King – The Den of Dementia,13,1.3846,30,9,1,2,['Dice Rolling'],"['Adventure', 'Card Game', 'Fantasy']",['Series: Hero Immortal King']
Quests of the Round Table,31,1.8387,60,10,2,4,[],"['Card Game', 'Medieval']",['Theme: King Arthur / The Knights of the Round Table / Camelot']
The Isle of Doctor Necreaux,50,1.92,40,14,1,5,"['Cooperative Game', 'Dice Rolling', 'Simultaneous Action Selection']",['Adventure'],"['Islands: Fictional', 'Theme: Mad Science / Mad Scientist', 'Theme: Pulp', 'Theme: Retro']"
Habitat,35,1.9429,30,8,2,6,"['Hand Management', 'Set Collection']","['Animals', 'Card Game', 'Educational', 'Environmental']",[]
En busca del Imperio Cobra,36,1.2778,30,9,2,4,"['Roll / Spin and Move', 'Variable Player Powers']","['Adventure', 'Fantasy']","['Series: Álbum de Oro Club de la Aventura (CEFA)', 'Series: Imperio Cobra']"
Shark Island,10,2.6,60,0,2,5,"['Chit-Pull System', 'Cooperative Game', 'Secret Unit Deployment', 'Variable Player Powers']","['Adventure', 'Animals', 'Deduction', 'Movies / TV / Radio theme']",['Animals: Sharks']
Chaos Marauders (Second Edition),63,1.6984,30,13,2,4,[],"['Card Game', 'Fighting']","['Series: Fantasy Flight Silver Line', 'Series: Ogallala', 'Setting: Warhammer Fantasy Card Games']"
Hero: Immortal King – The Infernal Forge,12,1.3333,30,9,1,2,['Dice Rolling'],"['Adventure', 'Card Game', 'Fantasy']",['Series: Hero Immortal King']
Crimson Creek,10,2.5,90,16,2,6,"['Area Movement', 'Cooperative Game', 'Player Elimination', 'Variable Player Powers']","['Deduction', 'Horror']",['Crowdfunding: Kickstarter']
Colossal Cave: The Board Game,10,1.6,60,12,3,6,['Hand Management'],"['Adventure', 'Fantasy', 'Video Game Theme']",['Crowdfunding: Kickstarter']
Hero: Immortal King – The Lair of the Lich,19,1.4737,30,9,1,2,['Dice Rolling'],"['Adventure', 'Card Game', 'Fantasy']",['Series: Hero Immortal King']
Guards! Guards! A Discworld Boardgame,36,2.6111,120,12,2,6,"['Area Majority / Influence', 'Area Movement', 'Dice Rolling', 'Secret Unit Deployment', 'Simultaneous Action Selection']","['Fantasy', 'Novel-based']",['Books: Discworld']
Myth Fortunes,7,1.8571,90,10,2,6,['Roll / Spin and Move'],"['Fantasy', 'Novel-based']",[]
Godzilla: Kaiju World Wars,20,2.05,60,14,2,4,"['Action Points', 'Campaign / Battle Card Driven', 'Dice Rolling', 'Hand Management']","['Fighting', 'Miniatures', 'Movies / TV / Radio theme']","['Creatures: Monsters', 'Movies: Godzilla', 'Theme: Kaiju']"
Battle Cattle: The Card Game,30,1.2667,30,10,2,6,['Campaign / Battle Card Driven'],"['Animals', 'Card Game', 'Fighting']","['Animals: Cattle / Cows', 'Game: Car Wars', 'Theme: Animal Battles']"
"Admiral Ackbar ""It's a TRAP!"" GAME",9,1.6667,30,5,2,5,"['Pattern Building', 'Pattern Recognition', 'Role Playing']","['Science Fiction', 'Word Game']",['Movies: Star Wars']
Scary Tales: Snow White vs. The Giant,19,1.4737,20,13,2,2,['Hand Management'],"['Card Game', 'Fantasy']","['Authors: The Brothers Grimm', 'Folk Tales & Fairy Tales: Jack and the Beanstalk', 'Folk Tales & Fairy Tales: Snow White', 'Game: Scary Tales', 'Players: Two-Player Only Games']"
Goblins,14,1.5714,50,10,2,6,['Modular Board'],['Card Game'],"['Components: 6 x 6 Grids', 'Creatures: Goblins']"
Killer Bunnies and the Journey to Jupiter,29,2.4828,90,12,2,6,"['Dice Rolling', 'Grid Movement', 'Hand Management', 'Modular Board']","['Card Game', 'Dice', 'Fighting', 'Humor', 'Science Fiction']","['Animals: Rabbits', 'Game: Killer Bunnies', 'Space: Jupiter', 'Theme: Anthropomorphic Animals']"
MiniMonFa (MiniMonsterFantasy),29,1.7586,20,7,2,2,[],"['Adventure', 'Card Game', 'Fantasy', 'Humor']","['Creatures: Monsters', 'Game: MiniMonFa', 'Players: Two-Player Only Games']"
Badaboom,26,1.6923,30,12,3,5,[],"['Card Game', 'Fantasy', 'Humor']",[]
Scary Tales: Little Red vs. Pinocchio,20,1.35,20,13,2,2,['Hand Management'],"['Card Game', 'Fantasy']","['Authors: Charles Perrault', 'Authors: The Brothers Grimm', 'Folk Tales & Fairy Tales: Little Red Riding Hood', 'Folk Tales & Fairy Tales: Pinocchio', 'Game: Scary Tales', 'Players: Two-Player Only Games']"
Curse of the Mummy's Tomb,26,1.8462,120,12,1,4,['Action Queue'],"['Adventure', 'Ancient', 'Horror']","['Components: 3-Dimensional (3D)', 'Country: Egypt', 'Creatures: Mummies']"
Kill Shot: The Counter-Terrorism Party Game,7,1.1429,20,0,2,5,['Hand Management'],"['Card Game', 'Party Game', 'Real-time']",[]
"Before I Kill You, Mister Spy...",117,1.265,30,12,2,6,['Push Your Luck'],"['Card Game', 'Spies/Secret Agents']","['Books: James Bond', 'Misc: Self-Referential Games']"
Abduction,28,1.4643,20,10,2,4,"['Modular Board', 'Variable Player Powers']","['Adventure', 'Card Game', 'Fighting', 'Maze', 'Science Fiction']","['Components: Standees', 'Creatures: Aliens / Extraterrestrials']"
7,20,3.1,120,15,2,7,"['Hand Management', 'Set Collection']",['Fantasy'],[]
Kablamo,39,1.8462,15,12,2,5,"['Memory', 'Simultaneous Action Selection', 'Variable Phase Order']","['Fighting', 'Humor', 'Memory']",[]
Survival of the Witless,12,1.6667,60,12,3,8,"['Hand Management', 'Set Collection']","['Card Game', 'Humor', 'Political']",[]
SPANC: Space Pirate Amazon Ninja Catgirls,53,1.3019,60,14,2,4,['Modular Board'],"['Comic Book / Strip', 'Fighting', 'Humor', 'Pirates', 'Science Fiction']","['Admin: Better Description Needed!', 'Animals: Cats', 'Theme: Ninjas']"
Mad Zeppelin,26,1.9231,60,10,2,6,"['Dice Rolling', 'Open Drafting', 'Variable Player Powers']","['Aviation / Flight', 'Card Game']","['Series: Fantasy Flight Silver Line', 'Theme: Airships / Blimps / Dirigibles / Zeppelins', 'Theme: Steampunk']"
I Am Vlad: Prince of Wallachia,13,2.9231,120,13,2,4,"['Deck, Bag, and Pool Building', 'Dice Rolling', 'Open Drafting', 'Point to Point Movement']","['Adventure', 'Fighting', 'Horror', 'Medieval']","['Books: Dracula', 'Country: Romania']"
ZombieTown,59,2.1525,60,12,3,6,['Point to Point Movement'],"['Exploration', 'Fighting', 'Horror', 'Zombies']","['Components: 14 x 14 Grids', 'Creatures: Zombies']"
The Da Vinci Code Board Game: The Quest for the Truth,19,1.9474,120,12,2,6,"['Memory', 'Roll / Spin and Move']","['Deduction', 'Memory', 'Murder/Mystery', 'Novel-based']",['Historical Figures: Leonardo da Vinci']
Fairytale Games: The Battle Royale,6,3.5,30,13,1,10,"['Campaign / Battle Card Driven', 'Cooperative Game', 'Deck, Bag, and Pool Building', 'Dice Rolling', 'Hand Management', 'Open Drafting', 'Player Elimination', 'Team-Based Game']","['Adventure', 'Bluffing', 'Card Game', 'Exploration', 'Fantasy', 'Fighting', 'Negotiation']","['Crowdfunding: Kickstarter', 'Theme: Battle Royale']"
Dark World,56,1.9107,90,10,2,5,"['Dice Rolling', 'Grid Movement']","['Adventure', 'Exploration', 'Fantasy', 'Fighting', 'Miniatures']","['Admin: Better Description Needed!', 'Category: Dungeon Crawler', 'Components: 3-Dimensional (3D)', 'Setting: Das Schwarze Auge']"
Magdar,72,1.3472,20,9,2,4,"['Dice Rolling', 'Modular Board', 'Point to Point Movement', 'Push Your Luck']",['Fantasy'],['Series: Fantasy Flight Silver Line']
Emperor's New Clothes,12,2.6667,15,12,2,8,"['Betting and Bluffing', 'Dice Rolling', 'Hand Management', 'Memory', 'Open Drafting']","['Card Game', 'Deduction', 'Dice', 'Humor', 'Novel-based', 'Party Game', 'Print & Play']","['Authors: Hans Christian Andersen', 'Crowdfunding: Kickstarter']"
Delta V,35,1.6,60,12,2,4,[],"['Memory', 'Science Fiction']",['Components: 7 x 7 Grids']
Chez Dork,40,1.3,30,12,2,6,"['Auction/Bidding', 'Set Collection', 'Variable Player Powers']",['Card Game'],"['Game: Chez Geek', 'Webcomics: Dork Tower']"
Class Struggle,21,1.619,90,12,2,6,[],"['Educational', 'Political']",[]
Creatures & Cultists,30,1.7667,30,6,2,5,"['Dice Rolling', 'Hand Management', 'Player Elimination', 'Take That']","['Card Game', 'Horror', 'Humor']",['Theme: Cthulhu Mythos']
